sequence,scene,amount
2019-03-14,sz002444,12.15
2019-03-14,sz002445,2.17
2019-03-14,sz002446,9.6
2019-03-14,sz002447,3.58
2019-03-14,sz002448,6.68
2019-03-14,sz002449,12.96
2019-03-14,sz002450,6.54
2019-03-14,sz002451,13.07
2019-03-14,sz002452,4.77
2019-03-14,sz002453,7.06
2019-03-14,sz002454,5.35
2019-03-14,sz002455,6.16
2019-03-14,sz002456,14.48
2019-03-14,sz002457,9.23
2019-03-14,sz002458,45.71
2019-03-14,sz002459,12.69
2019-03-14,sz002460,29.8
2019-03-14,sz002461,5.61
2019-03-14,sz002462,17.96
2019-03-14,sz002463,11.0
2019-03-14,sz002464,11.16
2019-03-14,sz002465,9.99
2019-03-14,sz002466,37.95
2019-03-14,sz002467,6.95
2019-03-14,sz002468,23.78
2019-03-14,sz002469,4.7
2019-03-14,sz002470,7.71
2019-03-14,sz002471,3.67
2019-03-14,sz002472,7.41
2019-03-14,sz002473,8.76
2019-03-14,sz002474,9.8
2019-03-14,sz002475,21.2
2019-03-14,sz002476,5.86
2019-03-14,sz002477,2.95
2019-03-14,sz002478,5.6
2019-03-14,sz002479,5.49
2019-03-14,sz002480,5.9
2019-03-14,sz002481,4.08
2019-03-14,sz002482,6.03
2019-03-14,sz002483,4.46
2019-03-14,sz002484,8.04
2019-03-14,sz002485,8.23
2019-03-14,sz002486,4.41
2019-03-14,sz002487,4.76
2019-03-14,sz002488,11.07
2019-03-14,sz002489,3.45
2019-03-14,sz002490,5.08
2019-03-14,sz002491,11.61
2019-03-14,sz002492,6.61
2019-03-14,sz002493,11.11
2019-03-14,sz002494,6.18
2019-03-14,sz002495,4.3
2019-03-14,sz002496,2.88
2019-03-14,sz002497,8.53
2019-03-14,sz002498,3.37
2019-03-14,sz002499,8.92
2019-03-14,sz002500,8.6
2019-03-14,sz002501,3.49
2019-03-14,sz002502,4.55
2019-03-14,sz002503,3.04
2019-03-14,sz002504,5.28
2019-03-14,sz002505,2.35
2019-03-14,sz002506,5.26
2019-03-14,sz002507,26.53
2019-03-14,sz002508,26.13
2019-03-14,sz002509,3.02
2019-03-14,sz002510,4.92
2019-03-14,sz002511,8.03
2019-03-14,sz002512,6.67
2019-03-14,sz002513,6.18
2019-03-14,sz002514,6.45
2019-03-14,sz002515,5.77
2019-03-14,sz002516,3.45
2019-03-14,sz002517,5.09
2019-03-14,sz002518,12.02
2019-03-14,sz002519,5.12
2019-03-14,sz002520,8.32
2019-03-14,sz002521,6.3
2019-03-14,sz002522,5.72
2019-03-14,sz002523,3.92
2019-03-14,sz002524,5.32
2019-03-14,sz002526,3.0
2019-03-14,sz002527,6.99
2019-03-14,sz002528,5.0
2019-03-14,sz002529,8.99
2019-03-14,sz002530,10.88
2019-03-14,sz002531,6.08
2019-03-14,sz002532,0.0
2019-03-14,sz002533,6.65
2019-03-14,sz002534,7.06
2019-03-14,sz002535,4.65
2019-03-14,sz002536,10.71
2019-03-14,sz002537,12.68
2019-03-14,sz002538,5.81
2019-03-14,sz002539,5.5
2019-03-14,sz002540,5.6
2019-03-14,sz002541,8.44
2019-03-14,sz002542,5.61
2019-03-14,sz002543,15.27
2019-03-14,sz002544,13.75
2019-03-14,sz002545,7.67
2019-03-14,sz002546,6.5
2019-03-14,sz002547,8.09
2019-03-14,sz002548,10.49
2019-03-14,sz002549,6.54
2019-03-14,sz002550,5.08
2019-03-14,sz002551,6.33
2019-03-14,sz002552,7.32
2019-03-14,sz002553,6.87
2019-03-14,sz002554,3.27
2019-03-14,sz002555,15.19
2019-03-14,sz002556,5.97
2019-03-14,sz002557,23.52
2019-03-14,sz002558,24.56
2019-03-14,sz002559,8.28
2019-03-14,sz002560,5.81
2019-03-14,sz002561,9.55
2019-03-14,sz002562,5.11
2019-03-14,sz002563,10.45
2019-03-14,sz002564,5.68
2019-03-14,sz002565,12.8
2019-03-14,sz002566,7.02
2019-03-14,sz002567,13.51
2019-03-14,sz002568,13.3
2019-03-14,sz002569,12.3
2019-03-14,sz002570,6.68
2019-03-14,sz002571,5.91
2019-03-14,sz002572,20.48
2019-03-14,sz002573,9.81
2019-03-14,sz002574,5.9
2019-03-14,sz002575,9.42
2019-03-14,sz002576,12.85
2019-03-14,sz002577,13.0
2019-03-14,sz002578,3.59
2019-03-14,sz002579,11.38
2019-03-14,sz002580,6.73
2019-03-14,sz002581,8.12
2019-03-14,sz002582,9.25
2019-03-14,sz002583,11.01
2019-03-14,sz002584,8.31
2019-03-14,sz002585,6.26
2019-03-14,sz002586,5.65
2019-03-14,sz002587,6.71
2019-03-14,sz002588,5.06
2019-03-14,sz002589,8.39
2019-03-14,sz002590,8.94
2019-03-14,sz002591,8.03
2019-03-14,sz002592,23.6
2019-03-14,sz002593,3.88
2019-03-14,sz002594,52.01
2019-03-14,sz002595,20.18
2019-03-14,sz002596,9.8
2019-03-14,sz002597,17.88
2019-03-14,sz002598,7.8
2019-03-14,sz002599,12.46
2019-03-14,sz002600,6.08
2019-03-14,sz002601,15.16
2019-03-14,sz002602,19.27
2019-03-14,sz002603,12.45
2019-03-14,sz002604,1.84
2019-03-14,sz002605,10.46
2019-03-14,sz002606,7.4
2019-03-14,sz002607,11.68
2019-03-14,sz002608,9.63
2019-03-14,sz002609,8.5
2019-03-14,sz002610,2.36
2019-03-14,sz002611,4.51
2019-03-14,sz002612,10.43
2019-03-14,sz002613,3.45
2019-03-14,sz002614,19.72
2019-03-14,sz002615,6.38
2019-03-14,sz002616,8.71
2019-03-14,sz002617,4.93
2019-03-14,sz002618,16.27
2019-03-14,sz002619,4.37
2019-03-14,sz002620,7.01
2019-03-14,sz002621,22.79
2019-03-14,sz002622,4.54
2019-03-14,sz002623,18.0
2019-03-14,sz002624,34.4
2019-03-14,sz002625,12.3
2019-03-14,sz002626,14.5
2019-03-14,sz002627,7.56
2019-03-14,sz002628,5.88
2019-03-14,sz002629,4.31
2019-03-14,sz002630,3.9
2019-03-14,sz002631,8.11
2019-03-14,sz002632,8.88
2019-03-14,sz002633,9.26
2019-03-14,sz002634,5.52
2019-03-14,sz002635,15.01
2019-03-14,sz002636,9.35
2019-03-14,sz002637,8.78
2019-03-14,sz002638,3.2
2019-03-14,sz002639,8.86
2019-03-14,sz002640,12.4
2019-03-14,sz002641,4.01
2019-03-14,sz002642,8.29
2019-03-14,sz002643,11.25
2019-03-14,sz002644,8.71
2019-03-14,sz002645,8.9
2019-03-14,sz002646,12.29
2019-03-14,sz002647,14.71
2019-03-14,sz002648,13.72
2019-03-14,sz002649,9.83
2019-03-14,sz002650,4.06
2019-03-14,sz002651,5.66
2019-03-14,sz002652,4.99
2019-03-14,sz002653,12.05
2019-03-14,sz002654,5.02
2019-03-14,sz002655,8.17
2019-03-14,sz002656,6.71
2019-03-14,sz002657,20.2
2019-03-14,sz002658,8.69
2019-03-14,sz002659,9.28
2019-03-14,sz002660,7.66
2019-03-14,sz002661,13.99
2019-03-14,sz002662,5.0
2019-03-14,sz002663,3.29
2019-03-14,sz002664,14.53
2019-03-14,sz002665,3.81
2019-03-14,sz002666,5.05
2019-03-14,sz002667,8.24
2019-03-14,sz002668,6.4
2019-03-14,sz002669,14.4
2019-03-14,sz002670,13.06
2019-03-14,sz002671,4.99
2019-03-14,sz002672,12.41
2019-03-14,sz002673,10.92
2019-03-14,sz002674,11.4
2019-03-14,sz002675,12.23
2019-03-14,sz002676,3.86
2019-03-14,sz002677,12.12
2019-03-14,sz002678,6.94
2019-03-14,sz002679,23.55
2019-03-14,sz002680,0.0
2019-03-14,sz002681,5.21
2019-03-14,sz002682,5.37
2019-03-14,sz002683,12.48
2019-03-14,sz002684,7.37
2019-03-14,sz002685,6.41
2019-03-14,sz002686,7.34
2019-03-14,sz002687,6.7
2019-03-14,sz002688,5.49
2019-03-14,sz002689,5.39
2019-03-14,sz002690,26.2
2019-03-14,sz002691,8.08
2019-03-14,sz002692,4.86
2019-03-14,sz002693,4.95
2019-03-14,sz002694,5.02
2019-03-14,sz002695,13.18
2019-03-14,sz002696,9.1
2019-03-14,sz002697,5.37
2019-03-14,sz002698,11.3
2019-03-14,sz002699,7.64
2019-03-14,sz002700,10.1
2019-03-14,sz002701,5.43
2019-03-14,sz002702,4.9
2019-03-14,sz002703,5.47
2019-03-14,sz002705,10.18
2019-03-14,sz002706,6.51
2019-03-14,sz002707,7.65
2019-03-14,sz002708,10.05
2019-03-14,sz002709,33.82
2019-03-14,sz002711,4.7
2019-03-14,sz002712,9.16
2019-03-14,sz002713,16.85
2019-03-14,sz002714,50.6
2019-03-14,sz002715,19.2
2019-03-14,sz002716,7.93
2019-03-14,sz002717,8.95
2019-03-14,sz002718,29.88
2019-03-14,sz002719,12.85
2019-03-14,sz002721,6.67
2019-03-14,sz002722,17.0
2019-03-14,sz002723,10.78
2019-03-14,sz002724,6.7
2019-03-14,sz002725,10.55
2019-03-14,sz002726,9.63
2019-03-14,sz002727,25.88
2019-03-14,sz002728,16.02
2019-03-14,sz002729,25.3
2019-03-14,sz002730,8.32
2019-03-14,sz002731,19.74
2019-03-14,sz002732,18.82
2019-03-14,sz002733,24.68
2019-03-14,sz002734,13.42
2019-03-14,sz002735,25.66
2019-03-14,sz002736,13.6
2019-03-14,sz002737,17.01
2019-03-14,sz002738,17.15
2019-03-14,sz002739,23.67
2019-03-14,sz002740,7.09
2019-03-14,sz002741,15.76
2019-03-14,sz002742,8.26
2019-03-14,sz002743,6.79
2019-03-14,sz002745,14.3
2019-03-14,sz002746,29.65
2019-03-14,sz002747,11.4
2019-03-14,sz002748,8.41
2019-03-14,sz002749,22.1
2019-03-14,sz002750,16.57
2019-03-14,sz002751,28.0
2019-03-14,sz002752,7.65
2019-03-14,sz002753,10.35
2019-03-14,sz002755,15.9
2019-03-14,sz002756,15.99
2019-03-14,sz002757,34.11
2019-03-14,sz002758,10.62
2019-03-14,sz002759,9.51
2019-03-14,sz002760,16.96
2019-03-14,sz002761,18.19
2019-03-14,sz002762,6.84
2019-03-14,sz002763,9.76
2019-03-14,sz002765,10.99
2019-03-14,sz002766,6.43
2019-03-14,sz002767,15.69
2019-03-14,sz002768,26.56
2019-03-14,sz002769,12.26
2019-03-14,sz002770,3.79
2019-03-14,sz002771,15.8
2019-03-14,sz002772,7.75
2019-03-14,sz002773,47.98
2019-03-14,sz002774,10.28
2019-03-14,sz002775,7.06
2019-03-14,sz002776,23.39
2019-03-14,sz002777,36.0
2019-03-14,sz002778,19.78
2019-03-14,sz002779,18.43
2019-03-14,sz002780,18.48
2019-03-14,sz002781,16.94
2019-03-14,sz002782,17.14
2019-03-14,sz002783,8.72
2019-03-14,sz002785,11.1
2019-03-14,sz002786,10.2
2019-03-14,sz002787,8.16
2019-03-14,sz002788,15.02
2019-03-14,sz002789,19.7
2019-03-14,sz002790,11.85
2019-03-14,sz002791,12.78
2019-03-14,sz002792,33.22
2019-03-14,sz002793,12.14
2019-03-14,sz002795,16.8
2019-03-14,sz002796,47.2
2019-03-14,sz002797,7.7
2019-03-14,sz002798,19.7
2019-03-14,sz002799,14.15
2019-03-14,sz002800,20.54
2019-03-14,sz002801,26.43
2019-03-14,sz002802,22.5
2019-03-14,sz002803,18.95
2019-03-14,sz002805,17.0
2019-03-14,sz002806,22.65
2019-03-14,sz002807,6.38
2019-03-14,sz002808,16.65
2019-03-14,sz002809,18.79
2019-03-14,sz002810,24.0
2019-03-14,sz002811,17.35
2019-03-14,sz002812,63.2
2019-03-14,sz002813,33.68
2019-03-14,sz002815,17.01
2019-03-14,sz002816,20.07
2019-03-14,sz002817,20.0
2019-03-14,sz002818,25.32
2019-03-14,sz002819,25.29
2019-03-14,sz002820,13.93
2019-03-14,sz002821,93.54
2019-03-14,sz002822,6.43
2019-03-14,sz002823,12.55
2019-03-14,sz002824,11.13
2019-03-14,sz002825,17.2
2019-03-14,sz002826,11.9
2019-03-14,sz002827,15.8
2019-03-14,sz002828,13.1
2019-03-14,sz002829,20.5
2019-03-14,sz002830,15.97
2019-03-14,sz002831,59.0
2019-03-14,sz002832,38.72
2019-03-14,sz002833,42.36
2019-03-14,sz002835,8.51
2019-03-14,sz002836,13.8
2019-03-14,sz002837,19.56
2019-03-14,sz002838,22.1
2019-03-14,sz002839,6.95
2019-03-14,sz002840,20.5
2019-03-14,sz002841,78.02
2019-03-14,sz002842,20.18
2019-03-14,sz002843,14.52
2019-03-14,sz002845,19.72
2019-03-14,sz002846,12.07
2019-03-14,sz002847,24.14
2019-03-14,sz002848,16.4
2019-03-14,sz002849,16.5
2019-03-14,sz002850,26.27
2019-03-14,sz002851,31.25
2019-03-14,sz002852,14.59
2019-03-14,sz002853,19.7
2019-03-14,sz002855,10.1
2019-03-14,sz002856,23.79
2019-03-14,sz002857,13.9
2019-03-14,sz002858,17.4
2019-03-14,sz002859,37.01
2019-03-14,sz002860,21.29
2019-03-14,sz002861,24.63
2019-03-14,sz002862,31.8
2019-03-14,sz002863,7.13
2019-03-14,sz002864,35.09
2019-03-14,sz002865,21.21
2019-03-14,sz002866,13.3
2019-03-14,sz002867,30.89
2019-03-14,sz002868,19.73
2019-03-14,sz002869,22.2
2019-03-14,sz002870,23.35
2019-03-14,sz002871,23.96
2019-03-14,sz002872,10.94
2019-03-14,sz002873,18.72
2019-03-14,sz002875,21.97
2019-03-14,sz002876,51.05
2019-03-14,sz002877,16.51
2019-03-14,sz002878,29.28
2019-03-14,sz002879,17.22
2019-03-14,sz002880,45.97
2019-03-14,sz002881,22.45
2019-03-14,sz002882,11.0
2019-03-14,sz002883,29.02
2019-03-14,sz002884,25.45
2019-03-14,sz002885,23.52
2019-03-14,sz002886,19.29
2019-03-14,sz002887,23.5
2019-03-14,sz002888,20.1
2019-03-14,sz002889,27.68
2019-03-14,sz002890,21.69
2019-03-14,sz002891,39.97
2019-03-14,sz002892,43.26
2019-03-14,sz002893,16.08
2019-03-14,sz002895,14.24
2019-03-14,sz002896,34.68
2019-03-14,sz002897,23.0
2019-03-14,sz002898,16.38
2019-03-14,sz002899,16.08
2019-03-14,sz002900,13.97
2019-03-14,sz002901,35.16
2019-03-14,sz002902,29.0
2019-03-14,sz002903,20.26
2019-03-14,sz002905,16.07
2019-03-14,sz002906,12.04
2019-03-14,sz002907,20.67
2019-03-14,sz002908,20.49
2019-03-14,sz002909,11.54
2019-03-14,sz002910,13.73
2019-03-14,sz002911,17.53
2019-03-14,sz002912,115.9
2019-03-14,sz002913,55.0
2019-03-14,sz002915,23.14
2019-03-14,sz002916,116.9
2019-03-14,sz002917,26.05
2019-03-14,sz002918,19.68
2019-03-14,sz002919,22.88
2019-03-14,sz002920,27.7
2019-03-14,sz002921,25.0
2019-03-14,sz002922,18.22
2019-03-14,sz002923,25.13
2019-03-14,sz002925,54.94
2019-03-14,sz002926,11.8
2019-03-14,sz002927,36.2
2019-03-14,sz002928,21.32
2019-03-14,sz002929,36.8
2019-03-14,sz150008,1.107
2019-03-14,sz150009,1.111
2019-03-14,sz150012,1.112
2019-03-14,sz150013,1.377
2019-03-14,sz150016,1.109
2019-03-14,sz150017,1.441
2019-03-14,sz150018,0.986
2019-03-14,sz150019,0.821
2019-03-14,sz150022,0.771
2019-03-14,sz150023,0.263
2019-03-14,sz150028,0.968
2019-03-14,sz150029,1.206
2019-03-14,sz150030,1.009
2019-03-14,sz150031,0.948
2019-03-14,sz150032,1.012
2019-03-14,sz150033,0.889
2019-03-14,sz150036,0.0
2019-03-14,sz150037,1.735
2019-03-14,sz150047,0.988
2019-03-14,sz150048,1.145
2019-03-14,sz150049,0.0
2019-03-14,sz150050,0.0
2019-03-14,sz150051,0.973
2019-03-14,sz150052,0.729
2019-03-14,sz150053,0.0
2019-03-14,sz150054,0.0
2019-03-14,sz150055,0.0
2019-03-14,sz150056,1.286
2018-08-03,sz150057,0.997
2018-08-03,sz150058,0.0
2019-03-14,sz150059,0.0
2019-03-14,sz150060,0.93
2019-03-14,sz150064,0.972
2019-03-14,sz150065,0.895
2019-03-14,sz150066,0.0
2019-03-14,sz150067,0.0
2019-03-14,sz150073,0.0
2019-03-14,sz150075,0.0
2018-08-10,sz150076,0.99
2018-08-10,sz150077,0.0
2019-03-14,sz150083,0.0
2019-03-14,sz150084,1.145
2018-08-13,sz150090,1.008
2018-08-13,sz150091,0.344
2019-03-14,sz150092,0.0
2019-03-14,sz150093,0.625
2019-03-14,sz150094,0.0
2019-03-14,sz150095,1.1
2019-03-14,sz150100,0.0
2019-03-14,sz150101,1.08
2019-03-14,sz150104,0.984
2019-03-14,sz150105,1.561
2019-03-14,sz150106,1.035
2019-03-14,sz150107,0.745
2018-04-13,sz150112,1.006
2018-04-13,sz150113,1.67
2019-03-14,sz150117,0.989
2019-03-14,sz150118,1.14
2018-08-30,sz150121,1.008
2018-08-30,sz150122,1.216
2019-03-14,sz150123,1.016
2019-03-14,sz150124,0.685
2019-03-14,sz150130,0.992
2019-03-14,sz150131,1.395
2019-03-14,sz150135,1.0
2019-03-14,sz150136,0.0
2019-03-14,sz150138,0.984
2019-03-14,sz150139,0.654
2019-03-14,sz150143,0.971
2019-03-14,sz150144,1.212
2019-03-14,sz150145,0.0
2019-03-14,sz150146,0.867
2019-03-14,sz150148,0.0
2019-03-14,sz150149,0.639
2019-03-14,sz150150,0.974
2019-03-14,sz150151,0.851
2019-03-14,sz150152,0.986
2019-03-14,sz150153,1.224
2019-03-14,sz150157,0.975
2019-03-14,sz150158,1.055
2019-03-14,sz150164,0.967
2019-03-14,sz150165,1.2
2019-03-14,sz150167,0.981
2019-03-14,sz150168,0.779
2019-03-14,sz150169,0.979
2019-03-14,sz150170,1.38
2019-03-14,sz150171,0.986
2019-03-14,sz150172,1.513
2019-03-14,sz150173,0.972
2019-03-14,sz150174,1.47
2019-03-14,sz150175,0.982
2019-03-14,sz150176,1.004
2019-03-14,sz150177,0.972
2019-03-14,sz150178,1.523
2019-03-14,sz150179,0.97
2019-03-14,sz150180,1.288
2019-03-14,sz150181,0.972
2019-03-14,sz150182,1.435
2019-03-14,sz150184,0.0
2019-03-14,sz150185,1.265
2019-03-14,sz150186,0.988
2019-03-14,sz150187,1.2
2019-03-14,sz150188,0.996
2019-03-14,sz150189,0.709
2019-03-14,sz150190,0.0
2019-03-14,sz150191,1.443
2019-03-14,sz150192,1.02
2019-03-14,sz150193,1.06
2019-03-14,sz150194,0.972
2019-03-14,sz150195,0.9
2019-03-14,sz150196,0.988
2019-03-14,sz150197,0.65
2019-03-14,sz150198,0.0
2019-03-14,sz150199,1.46
2019-03-14,sz150200,0.977
2019-03-14,sz150201,1.311
2019-03-14,sz150203,0.973
2019-03-14,sz150204,1.234
2019-03-14,sz150205,0.978
2019-03-14,sz150206,0.636
2019-03-14,sz150207,0.978
2019-03-14,sz150208,1.51
2019-03-14,sz150209,0.973
2019-03-14,sz150210,0.691
2019-03-14,sz150211,0.981
2019-03-14,sz150212,1.113
2019-03-14,sz150213,0.979
2019-03-14,sz150214,1.35
2019-03-14,sz150215,1.049
2019-03-14,sz150216,0.989
2019-03-14,sz150217,0.973
2019-03-14,sz150218,1.193
2019-03-14,sz150219,1.004
2019-03-14,sz150220,0.825
2019-03-14,sz150221,1.033
2019-03-14,sz150222,1.092
2019-03-14,sz150223,1.003
2019-03-14,sz150224,1.108
2019-03-14,sz150225,0.99
2019-03-14,sz150226,1.339
2019-03-14,sz150227,0.98
2019-03-14,sz150228,0.904
2019-03-14,sz150229,0.978
2019-03-14,sz150230,1.689
2019-03-14,sz150231,0.997
2019-03-14,sz150232,0.936
2018-08-21,sz150233,0.0
2018-08-21,sz150234,0.0
2019-03-14,sz150235,0.961
2019-03-14,sz150236,1.199
2019-03-14,sz150237,0.0
2019-03-14,sz150238,0.723
2019-03-14,sz150241,0.0
2019-03-14,sz150242,1.122
2019-03-14,sz150243,0.973
2019-03-14,sz150244,1.35
2019-03-14,sz150245,0.0
2019-03-14,sz150246,0.896
2019-03-14,sz150247,0.996
2019-03-14,sz150248,1.17
2019-03-14,sz150249,0.971
2019-03-14,sz150250,1.038
2019-03-14,sz150251,0.968
2019-03-14,sz150252,0.88
2019-03-14,sz150255,0.994
2019-03-14,sz150256,0.94
2019-03-14,sz150257,1.0
2019-03-14,sz150258,0.938
2019-03-14,sz150259,0.992
2019-03-14,sz150260,0.922
2019-03-14,sz150261,1.086
2019-03-14,sz150262,0.793
2019-03-14,sz150263,0.997
2019-03-14,sz150264,0.756
2019-03-14,sz150265,0.995
2019-03-14,sz150266,1.011
2019-03-14,sz150267,0.96
2019-03-14,sz150268,1.04
2019-03-14,sz150269,0.971
2019-03-14,sz150270,1.223
2019-03-14,sz150271,0.971
2019-03-14,sz150272,1.129
2019-03-14,sz150273,1.006
2019-03-14,sz150274,1.231
2019-03-14,sz150275,0.973
2019-03-14,sz150276,1.29
2019-03-14,sz150277,0.0
2019-03-14,sz150278,0.919
2019-03-14,sz150279,1.014
2019-03-14,sz150280,1.332
2019-03-14,sz150281,0.0
2019-03-14,sz150282,0.644
2019-03-14,sz150283,0.994
2019-03-14,sz150284,0.68
2019-03-14,sz150287,0.991
2019-03-14,sz150288,1.08
2019-03-14,sz150289,0.992
2019-03-14,sz150290,0.889
2019-03-14,sz150291,0.99
2019-03-14,sz150292,0.726
2019-03-14,sz150293,0.993
2019-03-14,sz150294,0.665
2019-03-14,sz150295,0.987
2019-03-14,sz150296,0.75
2019-03-14,sz150297,1.008
2019-03-14,sz150298,1.332
2019-03-14,sz150299,0.991
2019-03-14,sz150300,0.716
2019-03-14,sz150301,0.99
2019-03-14,sz150302,1.1
2019-03-14,sz150303,0.991
2019-03-14,sz150304,1.158
2019-03-14,sz150305,0.0
2019-03-14,sz150306,1.167
2019-03-14,sz150307,0.971
2019-03-14,sz150308,1.484
2019-03-14,sz150309,0.0
2019-03-14,sz150310,1.793
2019-03-14,sz150311,0.0
2019-03-14,sz150312,1.366
2019-03-14,sz150315,0.994
2019-03-14,sz150316,1.423
2019-03-14,sz150317,0.983
2019-03-14,sz150318,0.0
2019-03-14,sz150321,0.0
2019-03-14,sz150322,0.845
2019-03-14,sz150323,0.986
2019-03-14,sz150324,0.632
2019-03-14,sz150325,0.987
2019-03-14,sz150326,0.0
2019-03-14,sz150327,0.989
2019-03-14,sz150328,0.862
2019-03-14,sz150329,0.972
2019-03-14,sz150330,1.493
2018-08-06,sz150331,0.0
2018-08-06,sz150332,0.0
2019-03-14,sz150335,0.994
2019-03-14,sz150336,0.792
2019-03-14,sz150343,0.989
2019-03-14,sz150344,1.2
2019-03-14,sz159001,100.0
2019-03-14,sz159003,99.999
2019-03-14,sz159005,100.0
2019-03-14,sz159901,4.365
2019-03-14,sz159902,3.0
2019-03-14,sz159903,1.048
2019-03-14,sz159905,1.668
2019-03-14,sz159906,0.855
2019-03-14,sz159907,1.257
2019-03-14,sz159908,1.457
2019-03-14,sz159909,4.609
2019-03-14,sz159910,1.752
2019-03-14,sz159911,3.728
2019-03-14,sz159912,1.247
2019-03-14,sz159913,1.712
2019-03-14,sz159915,1.604
2019-03-14,sz159916,3.788
2019-03-14,sz159918,1.476
2019-03-14,sz159919,3.699
2019-03-14,sz159920,1.501
2019-03-14,sz159922,5.565
2019-03-14,sz159923,1.561
2018-03-19,sz159924,0.0
2019-03-14,sz159925,1.572
2019-03-14,sz159926,111.801
2018-02-13,sz159927,3.789
2019-03-14,sz159928,2.272
2019-03-14,sz159929,1.428
2019-03-14,sz159930,0.744
2019-03-14,sz159931,1.673
2019-03-14,sz159932,1.48
2019-03-14,sz159933,1.973
2019-03-14,sz159934,2.801
2019-03-14,sz159935,1.472
2019-03-14,sz159936,1.325
2019-03-14,sz159937,2.821
2019-03-14,sz159938,1.249
2019-03-14,sz159939,1.088
2019-03-14,sz159940,0.983
2019-03-14,sz159941,1.568
2018-11-05,sz159942,1.38
2019-03-14,sz159943,10.152
2019-03-14,sz159944,0.757
2019-03-14,sz159945,0.669
2018-12-27,sz159946,0.0
2019-03-14,sz159948,1.74
2019-03-14,sz159949,0.583
2019-03-14,sz159950,0.972
2019-03-14,sz159951,0.869
2019-03-14,sz159952,0.965
2019-03-14,sz159953,0.793
2019-03-14,sz159955,0.92
2019-03-14,sz159957,0.993
2019-03-14,sz160105,0.893
2019-03-14,sz160106,1.011
2019-03-14,sz160119,1.356
2019-03-14,sz160125,1.055
2019-03-14,sz160128,1.069
2019-03-14,sz160130,0.983
2019-03-14,sz160131,1.066
2019-03-14,sz160133,2.28
2019-03-14,sz160138,1.102
2019-03-14,sz160140,1.073
2019-03-14,sz160211,1.925
2019-03-14,sz160212,1.955
2019-03-14,sz160215,1.385
2019-03-14,sz160216,0.464
2019-03-14,sz160220,1.178
2019-03-14,sz160223,0.797
2019-03-14,sz160225,0.848
2019-03-14,sz160311,1.425
2019-03-14,sz160314,0.961
2019-03-14,sz160322,1.004
2019-03-14,sz160323,0.0
2019-03-14,sz160324,0.927
2019-03-14,sz160415,1.18
2019-03-14,sz160416,0.999
2019-03-14,sz160421,0.923
2018-11-07,sz160422,0.802
2019-03-14,sz160505,1.608
2019-03-14,sz160512,1.645
2019-03-14,sz160513,1.456
2019-03-14,sz160515,1.055
2019-03-14,sz160518,1.112
2019-03-14,sz160519,1.031
2019-03-14,sz160520,0.0
2019-03-14,sz160522,0.971
2019-03-14,sz160607,0.681
2019-03-14,sz160610,0.928
2019-03-14,sz160611,0.763
2019-03-14,sz160613,1.231
2019-03-14,sz160615,1.523
2019-03-14,sz160616,1.21
2019-03-14,sz160617,0.0
2019-03-14,sz160618,1.28
2019-03-14,sz160621,1.091
2019-03-14,sz160622,0.0
2019-03-14,sz160635,0.992
2019-03-14,sz160642,0.92
2019-03-14,sz160643,0.865
2019-03-14,sz160644,0.85
2019-03-14,sz160706,1.056
2019-03-14,sz160716,1.53
2019-03-14,sz160717,0.829
2019-03-14,sz160719,0.708
2019-03-14,sz160720,0.0
2019-03-14,sz160722,1.015
2019-03-14,sz160723,1.129
2019-03-14,sz160805,0.731
2019-03-14,sz160806,1.348
2019-03-14,sz160807,1.226
2019-03-14,sz160812,1.359
2019-03-14,sz160813,0.752
2019-03-14,sz160910,0.978
2019-03-14,sz160915,1.177
2019-03-14,sz160916,2.662
2019-03-14,sz160918,1.883
2019-03-14,sz160919,1.244
2019-03-14,sz160921,0.864
2019-03-14,sz160922,0.0
2019-03-14,sz160923,0.0
2019-03-14,sz161005,1.867
2019-03-14,sz161010,1.076
2019-03-14,sz161014,1.179
2019-03-14,sz161015,1.02
2019-03-14,sz161017,1.818
2019-03-14,sz161019,1.048
2019-03-14,sz161033,0.941
2019-03-14,sz161035,0.96
2019-03-14,sz161036,0.672
2019-03-14,sz161037,1.01
2019-03-14,sz161038,0.957
2019-03-14,sz161115,1.416
2019-03-14,sz161116,0.704
2019-03-14,sz161117,0.0
2019-03-14,sz161119,1.351
2019-03-14,sz161124,0.0
2019-03-14,sz161125,1.195
2019-03-14,sz161126,1.21
2019-03-14,sz161127,1.319
2019-03-14,sz161128,1.38
2019-03-14,sz161129,1.069
2019-03-14,sz161130,1.172
2018-10-17,sz161210,0.0
2019-03-14,sz161213,1.486
2019-03-14,sz161216,0.0
2019-03-14,sz161217,0.653
2019-03-14,sz161219,1.311
2019-03-14,sz161222,1.164
2019-03-14,sz161224,1.002
2019-03-14,sz161225,1.151
2019-03-14,sz161226,0.765
2019-03-14,sz161227,0.927
2019-03-14,sz161229,1.179
2018-09-17,sz161230,0.0
2019-03-14,sz161232,0.657
2019-03-14,sz161233,0.0
2019-03-14,sz161505,1.189
2019-03-14,sz161607,1.14
2019-03-14,sz161610,0.957
2019-03-14,sz161614,0.0
2019-03-14,sz161626,0.0
2019-03-14,sz161631,1.029
2019-03-14,sz161706,1.67
2019-03-14,sz161713,1.032
2019-03-14,sz161714,1.057
2019-03-14,sz161715,0.905
